~from,~to,~label,sender_instrument_id,sender_user_id,sender_device_imei,amount:Double,ip_city,timestamp,status,fraud_flag:Boolean,receiver_instrument_id,receiver_user_id
hBEajjm@sbi,7831767999@okaxis,transaction,8673158655,KWXCN54DLU,1F00F2FC8B4C2C3B,33853.32,Kanpur,27:17.2,accept,FALSE,4689821799,7SCSU39LMR
9620943191@ybl,8963815383@hdfcbank,transaction,7840226774,3126CAAR0Q,0518DC61FD34C14A,31167.23,Indore,27:17.2,accept,FALSE,6226301092,3LD94XNHBJ
XAIwxug@icici,7357185559@okaxis,transaction,5569924201,Z2SCJE2A81,140D647F7855660C,43030.44,Delhi,27:17.2,decline,FALSE,6.26E+15,54MEI4SWMY
7296373050@ybl,7577313571@hdfcbank,transaction,3677342648,8HSSGO1ZAK,4E99FA424FA28807,27371.42,Pune,27:17.2,accept,FALSE,3817901781,AU7QTUSVZC
7496930537@ybl,7450445058@hdfcbank,transaction,6574328393,KSNAXIYZSE,D8A26DDF267F20D4,32329.73,Delhi,27:17.2,decline,FALSE,5933475005,WQFJALTLIV
8416342302@ybl,bbkxnSd@sbi,transaction,9.72E+15,4A78XVGOIF,DBF0E3BBF729C443,44166.86,Mumbai,27:17.2,decline,FALSE,8737204692,PUC18KDCCM
6427787479@ybl,7496930537@okaxis,transaction,6926257555,MLKSVH0BDT,2DDC146A4A689A32,33277.32,Ahmedabad,27:17.2,decline,FALSE,4855694953,KSNAXIYZSE
9620943191@paytm,6565470973@hdfcbank,transaction,603781749,3126CAAR0Q,8139FFF8A917522E,36940.96,Visakhapatnam,27:17.2,accept,FALSE,1145417794,BLZI9IWM3P
8439469188@ybl,8056629010@ybl,transaction,4226799165,BNM2U54F8R,CD93E6A74FF46243,26813.88,Bangalore,27:17.2,decline,FALSE,1830857065,CQE72NZMJL
6016988534@paytm,DXdbC59@hdfcbank,transaction,629803814,11JMTJBGEJ,5A93ABC90A3C661C,14624.22,Bhopal,27:17.2,accept,FALSE,9047944288,11JMTJBGEJ
Od9jE2a@sbi,7217820341@ybl,transaction,3.79E+15,5UTIPEGDL6,D8488EE643F99EC6,37175.36,Hyderabad,27:17.2,decline,FALSE,1855704968,0C78EW4S1E
6565470973@ybl,9620943191@okaxis,transaction,6714344825,BLZI9IWM3P,49CF663DFC3FC8D9,4775.52,Nagpur,27:17.2,accept,FALSE,2084188984,3126CAAR0Q
9075258793@paytm,DXdbC59@hdfcbank,transaction,1458832078,RRZ4G78NHW,BB87E77991DFD84B,1281.35,Bhopal,27:17.2,decline,FALSE,9047944288,YYQM0WYUEC
7296373050@paytm,8030792447@hdfcbank,transaction,9.41E+15,0HV9PJP65I,6D91B3CD3E21A331,26920.18,Bhopal,27:17.2,decline,FALSE,6.56E+15,X5U5JNL239
6821332249@paytm,6361393474@okaxis,transaction,5.84E+15,LBKZS94X5S,DC4E85D072BFD86F,7819.01,Ahmedabad,27:17.2,accept,FALSE,6522905352,FJ9QOQ55CA
616abc@hdfcbank,9620943191@okaxis,transaction,6731960643,Z7NJNFCRD2,3E843D3311FF587C,2688.58,Indore,27:17.2,decline,FALSE,9305299039,3126CAAR0Q
9075258793@paytm,7893618411@paytm,transaction,7131787255,5EUAIKATHW,1554C0E5B0D4CE5D,23020.4,Nagpur,27:17.2,decline,FALSE,8518415961,2RQPTNJXGW
7976237960@hdfcbank,8322479528@okaxis,transaction,6633974777,PUC18KDCCM,1CB9B2601A0D589F,9017.75,Ahmedabad,27:17.2,decline,FALSE,3.46E+15,KO2NEX0ME8
6256361730@hdfcbank,60jvWIZ@sbi,transaction,534668300,HL2HRWB9EV,1F00F2FC8B4C2C3B,8082.91,Kanpur,27:17.2,decline,FALSE,8769339727,0CTDUUVBUC
9906026265@okaxis,7296373050@ybl,transaction,9.80E+14,NGGTHMJXUG,FD58A28E95447770,44870.03,Thane,27:17.2,accept,FALSE,3677342648,NGGTHMJXUG
IOCvnQR@icici,wE5yiek@sbi,transaction,1201396089,FNP5IKMPI4,D81EC80FB4E69ED0,7565.87,Visakhapatnam,27:17.2,accept,FALSE,2555437111,XHKZ94J7SF
8878877403@ybl,7797767385@okaxis,transaction,6.88E+15,JCEU45X68H,538DAA0577C45058,39617.37,Thane,27:17.2,decline,FALSE,3070335834,JCEU45X68H
v285M7h@sbi,7799109708@ybl,transaction,830305286,WQFJALTLIV,6E02CE91BF30F055,5766.79,Jaipur,27:17.2,decline,TRUE,3068033229,7PSEYATQZG
9075258793@paytm,6565470973@ybl,transaction,7131787255,5EUAIKATHW,1554C0E5B0D4CE5D,4284.18,Hyderabad,27:17.2,accept,FALSE,6714344825,BLZI9IWM3P
7450445058@hdfcbank,7296373050@ybl,transaction,5933475005,WQFJALTLIV,6ACA795741F597FE,38689.99,Mumbai,27:17.2,decline,FALSE,3677342648,8HSSGO1ZAK
6166141049@okaxis,9075258793@paytm,transaction,1.29E+15,FT62OVDUJV,F57AD177AC75C5CE,28971.68,Nagpur,27:17.2,accept,FALSE,1020914968,0CTDUUVBUC
9465199714@paytm,9784631865@hdfcbank,transaction,732235839,GN02GZV81Z,C2E2F1B4F571208A,18750.04,Thane,27:17.2,accept,FALSE,90551313,WKFLW4EFWR
8609abdc2@paytm,9075258793@ybl,transaction,7.14E+15,XTN5KRUFZP,CE2FCFDE7F38CB43,14604.1,Surat,27:17.2,accept,FALSE,3801409974,0CTDUUVBUC
9853214700@okaxis,kMGo9XM@hdfcbank,transaction,7.30E+15,JG0YIQ8SSR,D221F50B7BE42C40,26540.81,Thane,27:17.2,accept,FALSE,7504451414,FNORNM89ZV
8439469188@hdfcbank,616abc@hdfcbank,transaction,6709263686,BNM2U54F8R,51CBC0776DBC4C10,29743.02,Ahmedabad,27:17.2,accept,FALSE,6731960643,Z7NJNFCRD2
9522845304@hdfcbank,LSJuXVy@icici,transaction,1.49E+15,377HUVCL5K,5FEA3971736B4213,16554.9,Delhi,27:17.2,decline,TRUE,5323468016,IN9FP0A875
9075258793@ybl,9075258793@okaxis,transaction,8.84E+15,10JULVYHIO,803FDE62DB78A333,5149.64,Jaipur,27:17.2,accept,FALSE,8052098570,0CTDUUVBUC
6821332249@paytm,8439469188@okaxis,transaction,5.84E+15,LBKZS94X5S,DC4E85D072BFD86F,18183.87,Surat,27:17.2,decline,FALSE,6232388080,BNM2U54F8R
tCoQvhz@sbi,8439469188@hdfcbank,transaction,4212960551,FT62OVDUJV,D8926C6289C6C1DE,4601.61,Visakhapatnam,27:17.2,decline,TRUE,6709263686,BNM2U54F8R
8030792447@hdfcbank,9784631865@ybl,transaction,6.56E+15,X5U5JNL239,6ACA795741F597FE,32225.91,Kanpur,27:17.2,accept,FALSE,4654696678,WKFLW4EFWR
7577313571@paytm,9075258793@okaxis,transaction,2.71E+15,AU7QTUSVZC,EFF5BEA695A79CDC,40766.2,Mumbai,27:17.2,decline,FALSE,9200060592,10JULVYHIO
7831767999@hdfcbank,7450445058@ybl,transaction,7687377460,7SCSU39LMR,88059EE2922F3D79,8383.49,Chennai,27:17.2,accept,FALSE,7853006030,R321IUUSYI
ibE5cDL@icici,9620943191@ybl,transaction,4758385959,0C78EW4S1E,AAE40F626A275C5A,24650.73,Mumbai,27:17.2,accept,FALSE,7840226774,3126CAAR0Q
TRl2ltX@hdfcbank,6166141049@paytm,transaction,8487548901,CTPTM3FBPH,4466D7EFC25C3B09,38460.65,Bangalore,27:17.2,accept,FALSE,6019622857,FT62OVDUJV
8056629010@hdfcbank,7763984213@paytm,transaction,5727661169,CQE72NZMJL,A76CF800E4F36AFD,16182.91,Bangalore,27:17.2,accept,FALSE,3.86E+14,95CJ7L1WD1
7108653611@okaxis,7799109708@paytm,transaction,2765532497,TK9GQCHFA0,643F7E02F3DBB12F,27973.47,Visakhapatnam,27:17.2,accept,FALSE,7953276311,7PSEYATQZG
AlpZip5@icici,7217820341@paytm,transaction,8649824609,EHUHFS2UB3,8B68A605E6D381B8,24747.15,Jaipur,27:17.2,decline,FALSE,4.00E+15,0C78EW4S1E
9866212826@paytm,OMdX2mT@icici,transaction,6.29E+14,0LPJS733QC,DF7BA5E6D5412254,26433.6,Visakhapatnam,27:17.2,accept,FALSE,949339491,GDSD32B1JS
7764554212@paytm,ZnSnzF4@icici,transaction,4.68E+15,4N5NRQGNAZ,2A5C1FA0CD422F52,7773.13,Thane,27:17.2,accept,FALSE,4727136073,95CJ7L1WD1
7831767999@hdfcbank,9170657314@hdfcbank,transaction,7687377460,7SCSU39LMR,88059EE2922F3D79,27585.2,Bhopal,27:17.2,decline,FALSE,4.21E+15,7SCSU39LMR
7450445058@okaxis,9866212826@paytm,transaction,1722917660,R321IUUSYI,37A7B8EE14F9BB7F,10964.1,Ahmedabad,27:17.2,decline,FALSE,6.29E+14,0LPJS733QC
7207110992@paytm,8056629010@ybl,transaction,6229072389,FNORNM89ZV,03F9927C58961457,27115.4,Lucknow,27:17.2,decline,FALSE,1830857065,CQE72NZMJL
7296373050@hdfcbank,6016988534@paytm,transaction,9871425647,7FD76VJSC1,6C0C186BDB6CE83B,38752.53,Jaipur,27:17.2,decline,FALSE,629803814,7FD76VJSC1
aZozt7u@hdfcbank,9114058337@okaxis,transaction,9589958684,BNM2U54F8R,1B5CF0703656EA68,25390.06,Indore,27:17.2,decline,FALSE,1078844762,IBSI743RLX
9906026265@okaxis,RyVvWtK@icici,transaction,9.80E+14,NGGTHMJXUG,FD58A28E95447770,22575.48,Jaipur,27:17.2,accept,FALSE,2312313609,FT62OVDUJV
Z2oB2h0@sbi,6161600934@paytm,transaction,7100745923,IN9FP0A875,538DAA0577C45058,13253.59,Bhopal,27:17.2,decline,FALSE,9142068192,Z7NJNFCRD2
7cNkubA@hdfcbank,7450445058@paytm,transaction,4080087380,JCEU45X68H,3B93AC55ECBF7422,39304.3,Kanpur,27:17.2,accept,FALSE,2.26E+15,AYUVKIC7IA
bbkxnSd@sbi,7831767999@ybl,transaction,8737204692,PUC18KDCCM,283B8F12B3E47170,42448.24,Visakhapatnam,27:17.2,decline,FALSE,3612980655,7SCSU39LMR
9170657314@paytm,7450445058@okaxis,transaction,6.49E+14,RBS0VUD5U3,2DDC146A4A689A32,44510.63,Kanpur,27:17.2,decline,FALSE,1722917660,R321IUUSYI
OYWfOsh@sbi,6042917649@ybl,transaction,8669013223,CQE72NZMJL,88507DFF26B12F13,664.18,Pune,27:17.2,accept,FALSE,7193371836,IHHHP31Y6E
7357185559@okaxis,9075258793@okaxis,transaction,6.26E+15,54MEI4SWMY,2A5C1FA0CD422F52,24660.03,Chennai,27:17.2,accept,FALSE,9200060592,10JULVYHIO
7763984213@okaxis,7764554212@paytm,transaction,3.78E+15,95CJ7L1WD1,24E335734DB16D07,26498.96,Kanpur,27:17.3,accept,FALSE,4.68E+15,4N5NRQGNAZ
7296373050@okaxis,7799109708@ybl,transaction,731559909,0HV9PJP65I,0760EEAE6DA4F319,43919.47,Hyderabad,27:17.3,decline,FALSE,3068033229,0HV9PJP65I
7217820341@paytm,lrzMVAY@icici,transaction,4.00E+15,0C78EW4S1E,803FDE62DB78A333,40216.98,Mumbai,27:17.3,decline,FALSE,7883464396,7PSEYATQZG
8609616362@hdfcbank,6565470973@paytm,transaction,6705910355,XTN5KRUFZP,2252A81CB69789E6,41836.8,Ahmedabad,27:17.3,accept,FALSE,8122671225,XTN5KRUFZP
7296373050@paytm,9551987888@hdfcbank,transaction,9.41E+15,0HV9PJP65I,6D91B3CD3E21A331,40276.14,Ahmedabad,27:17.3,decline,FALSE,2509807437,OGQ8RBO7KO
6611564697@hdfcbank,8322479528@okaxis,transaction,1699014796,U6VL0H3I10,672ED612F78F704B,4888.36,Lucknow,27:17.3,decline,TRUE,3.46E+15,KO2NEX0ME8
7797767385@ybl,6380263382@ybl,transaction,1.30E+15,7JL6NC33HJ,FF3966620681B94C,12869.64,Visakhapatnam,27:17.3,decline,FALSE,5455162144,8URGZQ30PS
7831767999@okaxis,7831767999@hdfcbank,transaction,4689821799,7SCSU39LMR,FD58A28E95447770,34173.98,Ahmedabad,27:17.3,decline,FALSE,7687377460,7SCSU39LMR
6380263382@ybl,7976237960@ybl,transaction,2.30E+15,8URGZQ30PS,B4B26E3B56A87D5A,1721.72,Mumbai,27:17.3,accept,FALSE,9658467927,PUC18KDCCM
Tuw1XWV@hdfcbank,9866212826@paytm,transaction,6.10E+14,CTPTM3FBPH,49F168CEE55B62E3,39515.93,Nagpur,27:17.3,accept,FALSE,7141595488,0LPJS733QC
8030792447@hdfcbank,9075258793@okaxis,transaction,6.56E+15,X5U5JNL239,6ACA795741F597FE,41200.35,Visakhapatnam,27:17.3,decline,FALSE,9200060592,10JULVYHIO
7296373050@ybl,6166141049@ybl,transaction,3677342648,8HSSGO1ZAK,4E99FA424FA28807,40111.23,Bangalore,27:17.3,decline,FALSE,9783537141,8HSSGO1ZAK
7764554212@paytm,8471605723@ybl,transaction,4.68E+15,4N5NRQGNAZ,2A5C1FA0CD422F52,16277.37,Thane,27:17.3,decline,FALSE,151320649,EJJGL9VR3Q
8056629010@hdfcbank,9551987888@hdfcbank,transaction,5727661169,CQE72NZMJL,A76CF800E4F36AFD,34922.91,Kolkata,27:17.3,accept,FALSE,331262995,CB0UF6ZWYY
6161600934@ybl,TN9ytPM@sbi,transaction,6228083119,Z7NJNFCRD2,3E843D3311FF587C,34017.95,Nagpur,27:17.3,accept,FALSE,1384644314,Z7NJNFCRD2
6797920394@okaxis,8475711244@paytm,transaction,4.42E+15,IHB68AUFMI,C7131708439295A5,35475.98,Chennai,27:17.3,accept,FALSE,4.31E+15,5UTIPEGDL6
7296373050@hdfcbank,9465199714@ybl,transaction,9871425647,7FD76VJSC1,6C0C186BDB6CE83B,32783.94,Lucknow,27:17.3,accept,FALSE,9243597560,GN02GZV81Z
8439469188@hdfcbank,7357185559@paytm,transaction,6709263686,BNM2U54F8R,51CBC0776DBC4C10,31162.33,Lucknow,27:17.3,accept,FALSE,4418178016,BNM2U54F8R
8F46fDs@hdfcbank,8056629010@hdfcbank,transaction,482972226,G1INSL6E47,49F168CEE55B62E3,31871.66,Nagpur,27:17.3,accept,FALSE,4967800021,CQE72NZMJL
8609616362@hdfcbank,hyPfeV7@hdfcbank,transaction,6705910355,XTN5KRUFZP,2252A81CB69789E6,39726.77,Nagpur,27:17.3,accept,FALSE,5568240340,8565QRB96S
9906026265@okaxis,RyVvWtK@icici,transaction,9.80E+14,NGGTHMJXUG,FD58A28E95447770,21291.74,Hyderabad,27:17.3,accept,FALSE,2312313609,FT62OVDUJV
7893618411@paytm,9853214700@paytm,transaction,3699057972,2RQPTNJXGW,803FDE62DB78A333,32664.26,Mumbai,27:17.3,accept,FALSE,9328711903,8565QRB96S
lrzMVAY@icici,IOCvnQR@icici,transaction,7883464396,7PSEYATQZG,CF90B79C87D44D3B,4318.97,Nagpur,27:17.3,accept,FALSE,1201396089,FNP5IKMPI4
9075258793@paytm,hyPfeV7@hdfcbank,transaction,1458832078,RRZ4G78NHW,BB87E77991DFD84B,33241.74,Hyderabad,27:17.3,decline,FALSE,5568240340,8565QRB96S
6QvYYGe@icici,9620943191@okaxis,transaction,4.62E+15,0C78EW4S1E,803FDE62DB78A333,23469.27,Lucknow,27:17.3,decline,FALSE,6594102840,3126CAAR0Q
Kym8esd@sbi,8917520929@ybl,transaction,6035194010,WQFJALTLIV,6E02CE91BF30F055,42247.38,Bhopal,27:17.3,accept,FALSE,253114793,VP6JZ7NS2N
9075258793@paytm,7322852635@ybl,transaction,4221514785,5EUAIKATHW,DBF0E3BBF729C443,12351.98,Thane,27:17.3,accept,FALSE,9.49E+15,5EUAIKATHW
RUoZ0W4@sbi,8416342302@ybl,transaction,5238741908,KWXCN54DLU,8FD54B93AF08C32E,36784.88,Bangalore,27:17.3,decline,FALSE,9.72E+15,KWXCN54DLU
Od9jE2a@sbi,6166141049@okaxis,transaction,3.79E+15,5UTIPEGDL6,D8488EE643F99EC6,9980.33,Thane,27:17.3,decline,FALSE,1.29E+15,5UTIPEGDL6
7799109708@paytm,7763984213@okaxis,transaction,7953276311,7PSEYATQZG,45A3134681A32030,9319.66,Surat,27:17.3,decline,FALSE,3.78E+15,95CJ7L1WD1
7217820341@ybl,7893618411@paytm,transaction,1855704968,0C78EW4S1E,A39C6188AA85F9CD,18491.53,Jaipur,27:17.3,decline,FALSE,3699057972,2RQPTNJXGW
7450445058@ybl,9075258793@ybl,transaction,7853006030,R321IUUSYI,AAE40F626A275C5A,35050.94,Bhopal,27:17.3,accept,FALSE,8.84E+15,10JULVYHIO
bbcnkmi@sbi,6739597419@paytm,transaction,2247385736,G1INSL6E47,BDB75AF85E35D39C,25941.05,Surat,27:17.3,decline,FALSE,5037578621,YYQM0WYUEC
LSJuXVy@icici,7296373050@hdfcbank,transaction,5323468016,IN9FP0A875,A2723BA7033F03A9,30931.33,Kanpur,27:17.3,accept,FALSE,9871425647,7FD76VJSC1
6797920394@okaxis,bbkxnSd@sbi,transaction,4.42E+15,IHB68AUFMI,C7131708439295A5,9858.05,Bhopal,27:17.3,decline,FALSE,8737204692,PUC18KDCCM
9906026265@paytm,v285M7h@sbi,transaction,366804467,NGGTHMJXUG,5D1D80B86B9E9CCF,2609.67,Bhopal,27:17.3,decline,FALSE,830305286,WQFJALTLIV
OMdX2mT@icici,7057850237@paytm,transaction,949339491,GDSD32B1JS,BFF0335C8D126D83,31780.12,Pune,27:17.3,decline,TRUE,4304735682,POY81DJDU4
m4S13Fg@icici,6427787479@okaxis,transaction,6.49E+14,RBS0VUD5U3,2DDC146A4A689A32,3228.68,Jaipur,27:17.3,accept,FALSE,8.66E+15,MLKSVH0BDT
chdfHvu@hdfcbank,7207110992@paytm,transaction,3779835542,R321IUUSYI,5A589921305CE46B,2259.65,Visakhapatnam,27:17.3,accept,FALSE,6229072389,FNORNM89ZV
8475711244@paytm,7108653611@okaxis,transaction,4.31E+15,5UTIPEGDL6,8FD54B93AF08C32E,7910.8,Ahmedabad,27:17.3,accept,FALSE,3388080061,TK9GQCHFA0
6739597419@paytm,3h52hNa@icici,transaction,5037578621,YYQM0WYUEC,9343CF577BECF74A,39567.28,Ahmedabad,27:17.3,decline,FALSE,8350859236,GDSD32B1JS
7619709737@okaxis,7450445058@ybl,transaction,9035332719,O923APQT2E,081856DA246C5663,29649.3,Ahmedabad,27:17.3,decline,FALSE,5.01E+15,2R3SNXILST
7496930537@okaxis,6565470973@hdfcbank,transaction,4855694953,KSNAXIYZSE,10E05F7C0F4E0CC0,29415.8,Mumbai,27:17.3,accept,FALSE,1145417794,BLZI9IWM3P
z5aRvkN@sbi,8609616362@okaxis,transaction,732235839,GN02GZV81Z,C2E2F1B4F571208A,23789.66,Jaipur,27:17.3,accept,FALSE,3876807333,XTN5KRUFZP
7933983263@ybl,7108653611@okaxis,transaction,3.43E+15,XHKZ94J7SF,ADE5830173B3A1CC,20453.67,Thane,27:17.3,decline,FALSE,3388080061,TK9GQCHFA0
6016988534@okaxis,7108653611@okaxis,transaction,6.56E+15,11JMTJBGEJ,80095CE84FF8EE3D,31505.13,Delhi,27:17.3,accept,TRUE,3388080061,TK9GQCHFA0
7147522791@okaxis,7296373050@okaxis,transaction,6786096697,Z2SCJE2A81,08A2E67C609FC0F8,5283.07,Lucknow,27:17.3,decline,FALSE,5375731077,0JGSHIJDFD
7976237960@hdfcbank,BIscNf7@hdfcbank,transaction,6633974777,PUC18KDCCM,1CB9B2601A0D589F,44978.3,Delhi,27:17.3,accept,FALSE,2072274187,C8RZ3QEY9E
9853214700@paytm,7831767999@hdfcbank,transaction,9328711903,8565QRB96S,AD3422F1662EF3F5,29866.9,Mumbai,27:17.3,decline,FALSE,7687377460,7SCSU39LMR
9465199714@okaxis,IOCvnQR@icici,transaction,6699127198,GN02GZV81Z,88C04BE0DEED8083,8788.76,Visakhapatnam,27:17.3,decline,FALSE,1201396089,GN02GZV81Z
7893618411@paytm,7108653611@okaxis,transaction,8518415961,2RQPTNJXGW,683B8EBE453E0C1E,30245.51,Thane,27:17.3,accept,FALSE,2765532497,TK9GQCHFA0
7764554212@okaxis,6361393474@hdfcbank,transaction,4905173739,4N5NRQGNAZ,507BFCBBA82A3D84,30922.09,Pune,27:17.3,decline,FALSE,959814688,FJ9QOQ55CA
6380263382@ybl,9075258793@ybl,transaction,5455162144,8URGZQ30PS,FD58A28E95447770,32610.31,Visakhapatnam,27:17.3,decline,FALSE,1407311361,RRZ4G78NHW
6016988534@paytm,7450445058@okaxis,transaction,629803814,11JMTJBGEJ,5A93ABC90A3C661C,32548.68,Thane,27:17.3,accept,TRUE,1722917660,R321IUUSYI
6797920394@hdfcbank,UkHKk9t@hdfcbank,transaction,8927209846,IHB68AUFMI,ADE5830173B3A1CC,44706.18,Thane,27:17.3,decline,FALSE,364463015,RBS0VUD5U3
7763984213@paytm,9075258793@okaxis,transaction,3.86E+14,95CJ7L1WD1,23BB2082AB5D796A,41996.45,Surat,27:17.3,accept,FALSE,9194123044,95CJ7L1WD1
6739597419@paytm,9075258793@paytm,transaction,5037578621,YYQM0WYUEC,9343CF577BECF74A,7589.19,Mumbai,27:17.3,accept,FALSE,4767291361,HG54XVGD22
tCoQvhz@sbi,9522845304@hdfcbank,transaction,4212960551,FT62OVDUJV,D8926C6289C6C1DE,42853.66,Kolkata,27:17.3,accept,FALSE,4071033148,377HUVCL5K
7831767999@hdfcbank,7933983263@paytm,transaction,7687377460,7SCSU39LMR,88059EE2922F3D79,10301.07,Pune,27:17.3,accept,FALSE,5577299321,XHKZ94J7SF
Od9jE2a@sbi,8609616362@okaxis,transaction,3.79E+15,5UTIPEGDL6,D8488EE643F99EC6,5494.39,Chennai,27:17.3,accept,FALSE,3876807333,XTN5KRUFZP
6680755445@ybl,6611564697@hdfcbank,transaction,1.33E+15,N5FTP4383Z,BFF1330BC280AB41,6811.16,Delhi,27:17.3,decline,FALSE,1699014796,U6VL0H3I10
8879314278@paytm,9465199714@okaxis,transaction,7126310065,EBGKIYMOBD,95A2BD076CF93C67,15856.12,Hyderabad,27:17.3,decline,FALSE,6699127198,GN02GZV81Z
9886232780@paytm,7976237960@hdfcbank,transaction,3.18E+15,I5UXCEV8LG,D8488EE643F99EC6,39409.6,Kolkata,27:17.3,accept,FALSE,6633974777,I5UXCEV8LG
6427787479@hdfcbank,6QvYYGe@icici,transaction,6767125103,MLKSVH0BDT,DAFDBC5F1EC20232,12140.71,Kolkata,27:17.3,decline,FALSE,4.62E+15,0C78EW4S1E
7296373050@hdfcbank,6161600934@paytm,transaction,9871425647,7FD76VJSC1,6C0C186BDB6CE83B,21594.53,Visakhapatnam,27:17.3,decline,FALSE,9142068192,Z7NJNFCRD2
8475711244@okaxis,9695246147@okaxis,transaction,1989839604,5UTIPEGDL6,6D91B3CD3E21A331,18455.12,Visakhapatnam,27:17.3,accept,FALSE,8095881096,5UTIPEGDL6
8475711244@okaxis,RyVvWtK@icici,transaction,1989839604,5UTIPEGDL6,6D91B3CD3E21A331,1773.41,Hyderabad,27:17.3,accept,FALSE,2312313609,FT62OVDUJV
6565470973@ybl,7296373050@okaxis,transaction,6714344825,BLZI9IWM3P,49CF663DFC3FC8D9,13559.08,Visakhapatnam,27:17.3,accept,FALSE,731559909,0HV9PJP65I
6016988534@okaxis,6427787479@ybl,transaction,6.56E+15,11JMTJBGEJ,80095CE84FF8EE3D,7872.93,Ahmedabad,27:17.3,accept,FALSE,6926257555,MLKSVH0BDT
7357185559@paytm,7450445058@hdfcbank,transaction,4418178016,54MEI4SWMY,6E02CE91BF30F055,37371.9,Delhi,27:17.3,accept,FALSE,4061276184,54MEI4SWMY
6611564697@hdfcbank,6166141049@okaxis,transaction,1699014796,U6VL0H3I10,672ED612F78F704B,27664.71,Lucknow,27:17.3,decline,FALSE,1.29E+15,FT62OVDUJV
8312198171@hdfcbank,8416342302@ybl,transaction,3121667784,ATZLN3HG1G,76F572E5150CB855,16211.77,Thane,27:17.3,accept,FALSE,9.72E+15,4A78XVGOIF
9784631865@hdfcbank,9075258793@okaxis,transaction,1415084511,WKFLW4EFWR,B4B26E3B56A87D5A,1268.14,Bhopal,27:17.3,decline,TRUE,7525467321,0CTDUUVBUC
RUoZ0W4@sbi,8590195237@ybl,transaction,5238741908,KWXCN54DLU,8FD54B93AF08C32E,30497.11,Visakhapatnam,27:17.3,accept,FALSE,8639258019,FGNODWO6BO
7149348997@hdfcbank,8609616362@okaxis,transaction,7776708261,OM2A1C7ZD7,C7F4141847ED0BB6,4293.93,Visakhapatnam,27:17.3,accept,FALSE,3876807333,XTN5KRUFZP
RyVvWtK@icici,8030792447@hdfcbank,transaction,2312313609,FT62OVDUJV,5D041E3952D0A79A,25524.56,Delhi,27:17.3,accept,FALSE,1576767887,X5U5JNL239
7831767999@hdfcbank,7057850237@paytm,transaction,7687377460,7SCSU39LMR,88059EE2922F3D79,13516.11,Visakhapatnam,27:17.3,accept,FALSE,4304735682,POY81DJDU4
9784631865@hdfcbank,6QvYYGe@icici,transaction,1415084511,WKFLW4EFWR,B4B26E3B56A87D5A,12639.36,Ahmedabad,27:17.3,accept,FALSE,4.62E+15,0C78EW4S1E
7296373050@hdfcbank,6565470973@ybl,transaction,9871425647,7FD76VJSC1,6C0C186BDB6CE83B,34703.47,Delhi,27:17.3,decline,FALSE,6714344825,BLZI9IWM3P
60jvWIZ@sbi,8609abdc2@paytm,transaction,8769339727,0CTDUUVBUC,55C82C64CC0CC818,8777.95,Jaipur,27:17.3,decline,FALSE,7.14E+15,0CTDUUVBUC
9866212826@paytm,6166141049@okaxis,transaction,6.29E+14,0LPJS733QC,DF7BA5E6D5412254,9573.79,Bangalore,27:17.3,accept,FALSE,1.29E+15,FT62OVDUJV
6565470973@ybl,7577313571@hdfcbank,transaction,6714344825,BLZI9IWM3P,49CF663DFC3FC8D9,4850.17,Bhopal,27:17.3,accept,FALSE,3817901781,AU7QTUSVZC
6427787479@hdfcbank,9075258793@ybl,transaction,6767125103,MLKSVH0BDT,DAFDBC5F1EC20232,8243.18,Kanpur,27:17.3,accept,FALSE,1407311361,RRZ4G78NHW
6016988534@paytm,6611564697@hdfcbank,transaction,629803814,11JMTJBGEJ,5A93ABC90A3C661C,22579.1,Visakhapatnam,27:17.3,accept,FALSE,1699014796,11JMTJBGEJ
9465199714@okaxis,7108653611@okaxis,transaction,3971066640,GN02GZV81Z,12816ECA0E21ECC9,15023.95,Surat,27:17.3,decline,FALSE,3388080061,TK9GQCHFA0
6798783775@ybl,9041abc@paytm,transaction,2482418274,MZ9O6VEYP8,CFF864F1B9D65AAA,41.9,Nagpur,27:17.3,decline,TRUE,6286272933,Y0NALH82DY
9075258793@paytm,7764554212@okaxis,transaction,4767291361,HG54XVGD22,5D041E3952D0A79A,36560.11,Nagpur,27:17.3,decline,FALSE,4905173739,HG54XVGD22
9170657314@paytm,9524356932@ybl,transaction,6.49E+14,RBS0VUD5U3,2DDC146A4A689A32,24206.91,Ahmedabad,27:17.3,decline,FALSE,8091338319,GDSD32B1JS
aZozt7u@hdfcbank,7450445058@ybl,transaction,9589958684,BNM2U54F8R,1B5CF0703656EA68,42003.99,Thane,27:17.3,accept,FALSE,3155977631,G1INSL6E47
Od9jE2a@sbi,9906026265@ybl,transaction,3.79E+15,5UTIPEGDL6,D8488EE643F99EC6,19612.19,Lucknow,27:17.3,accept,FALSE,5339154823,NGGTHMJXUG
y7ZZMGD@hdfcbank,XbrfilO@sbi,transaction,5.42E+15,MLKSVH0BDT,5B29EF7822481857,25274.45,Kanpur,27:17.3,decline,FALSE,8.86E+15,5UTIPEGDL6
47N854I@hdfcbank,7797767385@okaxis,transaction,2312313609,FT62OVDUJV,5D041E3952D0A79A,36068.67,Visakhapatnam,27:17.3,decline,FALSE,249655853,7JL6NC33HJ
